Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
232,Elif Elmas,MKD,MF,RB Leipzig,25,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23
233,Timi Elšnik,SVN,"MF,DF",Red Star,27,8,8,720,8.0,0,2,2,0,0,0,1,0,0.3,0.3,1.4,1.7,15,49,21,0.00,0.25,0.25,0.00,0.25,0.04,0.17,0.21,0.04,0.21
234,Breel Embolo,SUI,FW,Monaco,28,10,10,745,8.3,1,3,4,1,0,0,1,0,3.2,3.2,1.5,4.7,6,19,43,0.12,0.36,0.48,0.12,0.48,0.39,0.19,0.57,0.39,0.57
235,Emerson,BRA,DF,Milan,26,7,4,317,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,16,17,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
236,Wataru Endo,JPN,"MF,DF",Liverpool,32,6,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Endrick,BRA,FW,Real Madrid,18,9,1,141,1.6,1,0,1,1,0,0,2,0,1.0,1.0,0.5,1.5,1,3,10,0.64,0.00,0.64,0.64,0.64,0.66,0.36,1.02,0.66,1.02
238,Arne Engels,BEL,MF,Celtic,21,10,9,724,8.0,1,3,4,0,1,2,0,0,2.2,0.7,2.0,2.7,10,28,28,0.12,0.37,0.50,0.00,0.37,0.28,0.25,0.53,0.08,0.34
239,Luis Enrique Palma,HON,FW,Celtic,25,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Martin Erlic,CRO,DF,Bologna,27,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Ricardo Esgaio,POR,DF,Sporting CP,32,4,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,14,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
242,Giovanni Fabbian,ITA,MF,Bologna,22,7,6,490,5.4,0,0,0,0,0,0,2,0,0.9,0.9,0.0,0.9,5,8,15,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
243,Nicolò Fagioli,ITA,"MF,FW",Juventus,24,4,2,207,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,6,15,7,0.00,0.43,0.43,0.00,0.43,0.15,0.28,0.43,0.15,0.43
244,Romain Faivre,FRA,"MF,FW",Brest,26,8,3,308,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,10,10,8,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
245,Ansu Fati,ESP,"FW,MF",Barcelona,22,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,João Félix,POR,MF,Milan,25,2,2,180,2.0,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,13,10,0.00,0.00,0.00,0.00,0.00,0.20,0.13,0.33,0.20,0.33
247,Lewis Ferguson,SCO,MF,Bologna,25,5,4,289,3.2,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,3,10,8,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22
248,Edimilson Fernandes,SUI,MF,Brest,29,10,8,647,7.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,5,21,5,0.14,0.00,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04
249,Matias Fernandez-Pardo,BEL,"FW,MF",Lille,20,7,2,263,2.9,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,15,7,10,0.00,0.34,0.34,0.00,0.34,0.09,0.14,0.24,0.09,0.24
250,Ryan Flamingo,NED,DF,PSV Eindhoven,22,11,10,858,9.5,3,0,3,3,0,0,0,1,1.3,1.3,0.2,1.4,5,49,1,0.31,0.00,0.31,0.31,0.31,0.14,0.02,0.16,0.14,0.16
251,Phil Foden,ENG,"MF,FW",Manchester City,24,9,7,687,7.6,3,1,4,3,0,0,0,0,1.7,1.7,1.2,2.9,24,47,73,0.39,0.13,0.52,0.39,0.52,0.22,0.16,0.39,0.22,0.39
252,Youssouf Fofana,FRA,MF,Milan,26,10,9,799,8.9,0,2,2,0,0,0,2,0,0.5,0.5,1.1,1.6,13,56,16,0.00,0.23,0.23,0.00,0.23,0.05,0.12,0.18,0.05,0.18
253,James Forrest,SCO,FW,Celtic,33,4,0,63,0.7,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,4,5,13,0.00,1.43,1.43,0.00,1.43,0.12,0.47,0.59,0.12,0.59
254,Héctor Fort,ESP,DF,Barcelona,18,2,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
255,Alejandro Francés,ESP,DF,Girona,22,6,5,435,4.8,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,10,26,17,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15
256,Lassina Franck Traoré,BFA,FW,Shakhtar,24,6,0,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
257,Bartol Franjić,CRO,"DF,MF",Shakhtar,25,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Davide Frattesi,ITA,MF,Inter,25,13,4,496,5.5,2,0,2,2,0,0,1,0,0.9,0.9,0.4,1.3,10,12,13,0.36,0.00,0.36,0.36,0.36,0.18,0.07,0.26,0.18,0.26
259,Iván Fresneda,ESP,DF,Sporting CP,20,3,3,237,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
260,Remo Freuler,SUI,MF,Bologna,33,7,6,506,5.6,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,3,26,7,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
261,Jeremie Frimpong,NED,"DF,FW",Leverkusen,24,10,9,793,8.8,0,3,3,0,0,0,2,0,1.2,1.2,2.5,3.6,42,14,81,0.00,0.34,0.34,0.00,0.34,0.13,0.28,0.41,0.13,0.41
262,Chris Führich,GER,"FW,MF",Stuttgart,27,7,6,503,5.6,1,0,1,1,0,0,0,0,0.7,0.7,1.1,1.8,33,36,69,0.18,0.00,0.18,0.18,0.18,0.12,0.20,0.32,0.12,0.32
263,Kyogo Furuhashi,JPN,FW,Celtic,30,7,6,462,5.1,1,0,1,1,0,0,0,0,2.5,2.5,0.0,2.5,2,1,14,0.19,0.00,0.19,0.19,0.19,0.48,0.00,0.48,0.48,0.48
264,Matteo Gabbia,ITA,DF,Milan,25,6,5,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,20,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
265,Artur Gajdoš,SVK,"MF,DF",Slovan Bratislava,21,4,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.30,0.49,0.79,0.30,0.79
266,Cody Gakpo,NED,FW,Liverpool,26,8,4,369,4.1,3,1,4,2,1,1,0,0,2.6,1.8,1.4,3.2,21,16,49,0.73,0.24,0.98,0.49,0.73,0.68,0.35,1.03,0.48,0.83
267,Javi Galán,ESP,DF,Atlético Madrid,30,6,6,450,5.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,13,19,30,0.00,0.20,0.20,0.00,0.20,0.01,0.05,0.06,0.01,0.06
268,Conor Gallagher,ENG,MF,Atlético Madrid,25,9,4,469,5.2,1,1,2,1,0,0,0,0,0.6,0.6,0.2,0.8,3,13,15,0.19,0.19,0.38,0.19,0.38,0.11,0.04,0.15,0.11,0.15
269,Silvère Ganvoula M'Boussy,CGO,FW,Young Boys,28,8,6,486,5.4,1,0,1,1,0,0,1,0,1.6,1.6,0.0,1.7,8,4,19,0.19,0.00,0.19,0.19,0.19,0.30,0.00,0.31,0.30,0.31
270,Aleix García,ESP,MF,Leverkusen,27,10,4,364,4.0,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.1,0,17,5,0.25,0.00,0.25,0.25,0.25,0.23,0.05,0.28,0.23,0.28
271,Eric García,ESP,"DF,MF",Barcelona,24,9,3,276,3.1,2,0,2,2,0,0,0,1,1.1,1.1,0.3,1.3,2,22,6,0.65,0.00,0.65,0.65,0.65,0.35,0.09,0.44,0.35,0.44
272,Fran Garcia,ESP,DF,Real Madrid,25,9,1,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,8,13,20,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
273,Jastin García,ESP,DF,Girona,21,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Federico Gatti,ITA,DF,Juventus,26,9,8,801,8.9,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,11,36,2,0.00,0.11,0.11,0.00,0.11,0.03,0.01,0.04,0.03,0.04
275,Gavi,ESP,MF,Barcelona,20,10,3,301,3.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,4,11,15,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.14,0.08,0.14
276,Jusuf Gazibegović,BIH,DF,Sturm Graz,25,5,5,450,5.0,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.8,4,12,14,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15
277,Paulo Gazzaniga,ARG,GK,Girona,33,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Viggo Gebel,GER,DF,RB Leipzig,17,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Lutsharel Geertruida,NED,DF,RB Leipzig,24,8,7,617,6.9,0,0,0,0,0,0,1,0,0.1,0.1,1.0,1.2,4,23,16,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17
280,Niklas Geyrhofer,AUT,DF,Sturm Graz,25,6,5,449,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
281,Alaa Ghram,TUN,DF,Shakhtar,23,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Bryan Gil,ESP,"FW,MF",Girona,24,6,6,447,5.0,0,0,0,0,0,0,3,0,0.5,0.5,1.4,1.9,20,17,48,0.00,0.00,0.00,0.00,0.00,0.10,0.28,0.38,0.10,0.38
283,Santiago Giménez,MEX,FW,Milan,24,2,2,152,1.7,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,2,3,7,0.59,0.00,0.59,0.59,0.59,0.44,0.10,0.55,0.44,0.55
284,Santiago Giménez,MEX,FW,Feyenoord,24,5,4,294,3.3,5,1,6,4,1,1,1,0,2.9,2.1,0.1,2.3,4,4,14,1.53,0.31,1.84,1.22,1.53,0.89,0.05,0.93,0.64,0.69
285,Jamie Gittens,ENG,"FW,MF",Dortmund,20,14,11,845,9.4,4,0,4,4,0,0,0,0,1.7,1.7,1.0,2.7,48,20,88,0.43,0.00,0.43,0.43,0.43,0.18,0.11,0.29,0.18,0.29
286,Omri Glazer,ISR,GK,Red Star,29,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Oscar Gloukh,ISR,"FW,MF",RB Salzburg,21,8,8,679,7.5,0,2,2,0,0,0,1,0,0.6,0.6,1.2,1.7,44,37,48,0.00,0.27,0.27,0.00,0.27,0.08,0.16,0.23,0.08,0.23
288,Serge Gnabry,GER,FW,Bayern Munich,29,12,5,552,6.1,0,2,2,0,0,0,2,0,1.8,1.8,1.5,3.3,22,25,87,0.00,0.33,0.33,0.00,0.33,0.30,0.24,0.54,0.30,0.54
289,Ben Godfrey,ENG,DF,Atalanta,27,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Aleksandr Golovin,RUS,"FW,MF",Monaco,28,9,6,574,6.4,0,1,1,0,0,0,1,0,0.5,0.5,1.2,1.7,14,25,33,0.00,0.16,0.16,0.00,0.16,0.08,0.19,0.27,0.08,0.27
291,André Gomes,POR,MF,Lille,31,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Angel Gomes,ENG,MF,Lille,24,4,3,159,1.8,1,0,1,1,0,0,2,1,0.0,0.0,0.3,0.3,0,5,5,0.57,0.00,0.57,0.57,0.57,0.01,0.14,0.16,0.01,0.16
293,Marlon Gomes,BRA,MF,Shakhtar,21,7,4,288,3.2,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,4,11,5,0.31,0.00,0.31,0.31,0.31,0.18,0.01,0.19,0.18,0.19
294,Joe Gomez,ENG,DF,Liverpool,28,4,1,122,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,10,3,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10
295,Pedro Gonçalves,POR,MF,Sporting CP,26,3,2,201,2.2,0,2,2,0,0,0,1,0,0.7,0.7,1.4,2.1,5,9,4,0.00,0.90,0.90,0.00,0.90,0.30,0.62,0.92,0.30,0.92
296,Facundo González,URU,DF,Feyenoord,21,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Nicolás González,ESP,MF,Manchester City,23,1,1,90,1.0,1,0,1,1,0,0,1,0,0.9,0.9,0.0,0.9,2,6,1,1.00,0.00,1.00,1.00,1.00,0.91,0.00,0.91,0.91,0.91
298,Nicolás González,ARG,FW,Juventus,27,6,5,361,4.0,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.7,7,13,35,0.25,0.25,0.50,0.25,0.50,0.33,0.12,0.45,0.33,0.45
299,Jon Gorenc Stanković,SVN,MF,Sturm Graz,29,5,4,364,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Leon Goretzka,GER,MF,Bayern Munich,30,12,9,839,9.3,1,1,2,1,0,0,4,0,1.5,1.5,0.8,2.4,23,63,10,0.11,0.11,0.21,0.11,0.21,0.16,0.09,0.25,0.16,0.25
301,Lucas Gourna-Douath,FRA,MF,RB Salzburg,21,6,4,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,15,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,Ryan Gravenberch,NED,MF,Liverpool,23,9,9,783,8.7,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,17,51,17,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.00,0.09
303,Jack Grealish,ENG,"FW,MF",Manchester City,29,6,4,353,3.9,1,0,1,1,0,0,1,0,0.8,0.8,0.5,1.2,23,19,36,0.25,0.00,0.25,0.25,0.25,0.19,0.12,0.32,0.19,0.32
304,Leon Grgic,AUT,FW,Sturm Graz,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,34,10,9,728,8.1,6,2,8,6,0,0,0,0,3.9,3.9,1.6,5.6,18,37,59,0.74,0.25,0.99,0.74,0.99,0.49,0.20,0.69,0.49,0.69
306,Álex Grimaldo,ESP,"DF,FW",Leverkusen,29,10,10,865,9.6,2,1,3,2,0,0,0,0,2.0,2.0,2.2,4.1,18,44,80,0.21,0.10,0.31,0.21,0.31,0.21,0.22,0.43,0.21,0.43
307,Pascal Groß,GER,"MF,DF",Dortmund,33,13,10,914,10.2,1,2,3,1,0,0,3,0,1.8,1.8,3.2,5.0,13,59,46,0.10,0.20,0.30,0.10,0.30,0.18,0.31,0.49,0.18,0.49
308,Gabriel Gudmundsson,SWE,DF,Lille,26,9,5,487,5.4,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,16,19,21,0.00,0.18,0.18,0.00,0.18,0.06,0.09,0.15,0.06,0.15
309,Raphaël Guerreiro,POR,"DF,MF",Bayern Munich,31,9,6,520,5.8,1,0,1,1,0,0,0,0,0.3,0.3,0.7,1.1,15,34,47,0.17,0.00,0.17,0.17,0.17,0.06,0.13,0.19,0.06,0.19
310,Daouda Guindo,MLI,DF,RB Salzburg,22,4,1,154,1.7,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,1,2,3,0.58,0.00,0.58,0.58,0.58,0.02,0.00,0.02,0.02,0.02
311,Serhou Guirassy,GUI,FW,Dortmund,29,14,12,1083,12.0,13,4,17,8,5,6,2,0,12.3,7.5,2.5,10.0,13,26,56,1.08,0.33,1.41,0.66,1.00,1.02,0.21,1.23,0.63,0.83
312,Péter Gulácsi,HUN,GK,RB Leipzig,35,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Arda Güler,TUR,"MF,FW",Real Madrid,20,7,1,147,1.6,0,0,0,0,0,0,0,0,0.5,0.5,1.4,1.9,6,15,7,0.00,0.00,0.00,0.00,0.00,0.29,0.88,1.17,0.29,1.17
314,İlkay Gündoğan,GER,MF,Manchester City,34,10,6,523,5.8,2,0,2,2,0,0,1,0,1.7,1.7,0.5,2.2,20,51,28,0.34,0.00,0.34,0.34,0.34,0.29,0.09,0.38,0.29,0.38
315,Ivan Guteša,SRB,GK,Red Star,23,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Miguel Gutiérrez,ESP,"MF,DF",Girona,23,6,6,540,6.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.8,12,26,34,0.17,0.00,0.17,0.17,0.17,0.09,0.04,0.13,0.09,0.13
317,Joško Gvardiol,CRO,DF,Manchester City,23,10,9,814,9.0,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.1,25,70,28,0.00,0.11,0.11,0.00,0.11,0.03,0.10,0.13,0.03,0.13
318,Viktor Gyökeres,SWE,FW,Sporting CP,26,8,6,608,6.8,6,1,7,4,2,2,1,0,4.5,3.0,1.7,4.7,29,12,64,0.89,0.15,1.04,0.59,0.74,0.67,0.25,0.92,0.45,0.70
319,Erling Haaland,NOR,FW,Manchester City,24,9,9,769,8.5,8,0,8,6,2,3,0,0,9.0,6.7,0.3,7.1,8,9,32,0.94,0.00,0.94,0.70,0.70,1.06,0.04,1.10,0.79,0.83
320,Anis Hadj Moussa,ALG,"FW,MF",Feyenoord,23,11,8,783,8.7,3,0,3,3,0,0,0,0,0.7,0.7,0.5,1.2,39,30,72,0.34,0.00,0.34,0.34,0.34,0.08,0.05,0.14,0.08,0.14
321,Jaouen Hadjam,ALG,DF,Young Boys,22,6,6,478,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,18,13,13,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08
322,Amadou Haidara,MLI,MF,RB Leipzig,27,8,8,588,6.5,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,3,27,7,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
323,Massadio Haïdara,MLI,DF,Brest,32,8,7,616,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,4,23,18,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
324,Achraf Hakimi,MAR,DF,Paris S-G,26,16,16,1450,16.1,3,5,8,3,0,0,2,0,2.6,2.6,4.5,7.1,75,106,154,0.19,0.31,0.50,0.19,0.50,0.16,0.29,0.45,0.16,0.45
325,Dávid Hancko,SVK,DF,Feyenoord,27,12,12,1080,12.0,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.6,17,60,15,0.08,0.00,0.08,0.08,0.08,0.12,0.02,0.13,0.12,0.13
326,Lukáš Haraslín,SVK,FW,Sparta Prague,28,6,4,263,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,10,5,13,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18
327,Conrad Harder,DEN,"FW,MF",Sporting CP,20,9,4,326,3.6,1,0,1,1,0,0,0,0,1.9,1.9,0.3,2.2,6,2,23,0.28,0.00,0.28,0.28,0.28,0.52,0.07,0.60,0.52,0.60
328,Reo Hatate,JPN,MF,Celtic,27,10,9,784,8.7,1,2,3,1,0,0,1,0,1.4,1.4,1.4,2.9,15,38,42,0.11,0.23,0.34,0.11,0.34,0.17,0.16,0.33,0.17,0.33
329,Kai Havertz,GER,"FW,MF",Arsenal,25,8,6,561,6.2,4,1,5,4,0,0,0,0,2.6,2.6,1.1,3.7,4,19,44,0.64,0.16,0.80,0.64,0.80,0.42,0.17,0.59,0.42,0.59
330,Benjamin Henrichs,GER,"DF,MF",RB Leipzig,28,6,5,474,5.3,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,6,21,14,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
331,Pedro Henrique,BRA,DF,Shakhtar,22,6,5,446,5.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,7,6,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
332,Mario Hermoso,ESP,DF,Leverkusen,29,2,2,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Lucas Hernández,FRA,DF,Paris S-G,29,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Theo Hernández,FRA,DF,Milan,27,10,10,860,9.6,0,0,0,0,0,0,4,1,1.2,1.2,0.8,1.9,24,44,57,0.00,0.00,0.00,0.00,0.00,0.12,0.08,0.20,0.12,0.20
335,Yangel Herrera,VEN,MF,Girona,27,5,4,341,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,2,20,8,0.00,0.00,0.00,0.00,0.00,0.12,0.08,0.20,0.12,0.20
336,Isak Hien,SWE,DF,Atalanta,26,8,8,709,7.9,0,1,1,0,0,0,2,0,0.7,0.7,0.3,1.0,5,19,3,0.00,0.13,0.13,0.00,0.13,0.09,0.04,0.13,0.09,0.13
337,Stefan Hierländer,AUT,MF,Sturm Graz,34,6,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
338,Piero Hincapié,ECU,DF,Leverkusen,23,9,9,772,8.6,1,0,1,1,0,0,2,1,0.4,0.4,0.4,0.7,11,32,18,0.12,0.00,0.12,0.12,0.12,0.04,0.04,0.09,0.04,0.09
339,Morten Hjulmand,DEN,MF,Sporting CP,25,9,9,765,8.5,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,4,25,5,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07
340,Jonas Hofmann,GER,"MF,FW",Leverkusen,32,4,1,132,1.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.4,1,10,10,0.00,0.68,0.68,0.00,0.68,0.01,0.24,0.25,0.01,0.25
341,Emil Holm,SWE,DF,Bologna,25,4,3,231,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,10,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
342,Tomi Horvat,SVN,"MF,FW",Sturm Graz,26,7,2,194,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,13,7,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17
343,Arbër Hoxha,ALB,"DF,MF",Dinamo Zagreb,26,5,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
344,Lukáš Hrádecký,FIN,GK,Leverkusen,35,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Yang Hyunjun,KOR,FW,Celtic,22,6,1,157,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,1,4,9,0.00,0.57,0.57,0.00,0.57,0.19,0.53,0.71,0.19,0.71
346,Arijon Ibrahimović,GER,FW,Bayern Munich,19,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Adam Idah,IRL,FW,Celtic,24,10,3,341,3.8,3,0,3,3,0,0,0,0,2.2,2.2,0.1,2.3,6,0,14,0.79,0.00,0.79,0.79,0.79,0.59,0.02,0.60,0.59,0.60
348,Danylo Ihnatenko,UKR,MF,Slovan Bratislava,28,5,4,329,3.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
349,George Ilenikhena,FRA,FW,Monaco,18,6,0,113,1.3,2,0,2,2,0,0,0,0,0.5,0.5,0.1,0.6,1,3,6,1.59,0.00,1.59,1.59,1.59,0.43,0.06,0.49,0.43,0.49
350,Luka Ilić,SRB,"MF,FW",Red Star,25,5,0,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
351,Marko Ilić,SRB,GK,Red Star,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
