Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1381,Abdoul Koné,FRA,DF,Reims,Ligue 1,20.0,2005,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1382,Amadou Koné,MLI,MF,Reims,Ligue 1,20.0,2005,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
1383,Ismaël Koné,CAN,"MF,FW",Marseille,Ligue 1,22.0,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
1384,Ismaël Koné,CAN,MF,Rennes,Ligue 1,22.0,2002,13,4,469,5.2,2,1,3,2,0,0,1,0,0.2,0.2,1.3,1.5,16,30,16,0.38,0.19,0.58,0.38,0.58,0.03,0.25,0.28,0.03,0.28,Matches
1385,Manu Koné,FRA,MF,Roma,Serie A,24.0,2001,33,30,2482,27.6,2,1,3,2,0,0,6,0,3.2,3.2,1.4,4.6,65,138,48,0.07,0.04,0.11,0.07,0.11,0.11,0.05,0.17,0.11,0.17,Matches
1386,Ezri Konsa,ENG,DF,Aston Villa,Premier League,27.0,1997,33,32,2846,31.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches
1387,Teun Koopmeiners,NED,"MF,FW",Juventus,Serie A,27.0,1998,28,23,1994,22.2,3,3,6,3,0,0,3,0,3.9,3.9,2.9,6.8,32,89,127,0.14,0.14,0.27,0.14,0.27,0.17,0.13,0.31,0.17,0.31,Matches
1388,Kacper Koscierski,GER,DF,Bochum,Bundesliga,17.0,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1389,Odilon Kossounou,CIV,DF,Atalanta,Serie A,24.0,2001,17,11,1035,11.5,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,13,41,14,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1390,Christian Kouamé,CIV,"FW,MF",Fiorentina,Serie A,27.0,1997,18,5,622,6.9,0,1,1,0,0,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.00,0.14,0.14,0.00,0.14,0.15,0.21,0.37,0.15,0.37,Matches
1391,Christian Kouamé,CIV,"FW,MF",Empoli,Serie A,27.0,1997,8,5,507,5.6,1,0,1,1,0,0,0,0,2.7,2.7,0.7,3.3,5,13,39,0.18,0.00,0.18,0.18,0.18,0.47,0.12,0.59,0.47,0.59,Matches
1392,Henri Koudossou,GER,DF,Augsburg,Bundesliga,25.0,1999,21,4,748,8.3,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,19,23,48,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
1393,Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,21.0,2003,30,28,2468,27.4,0,2,2,0,0,0,4,0,1.0,1.0,1.0,1.9,20,104,8,0.00,0.07,0.07,0.00,0.07,0.03,0.04,0.07,0.03,0.07,Matches
1394,Emmanuel Koum Mbondo,FRA,DF,Marseille,Ligue 1,19.0,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1395,Jules Koundé,FRA,DF,Barcelona,La Liga,26.0,1998,32,29,2605,28.9,2,3,5,2,0,0,4,0,1.8,1.8,3.9,5.7,44,165,190,0.07,0.10,0.17,0.07,0.17,0.06,0.13,0.20,0.06,0.20,Matches
1396,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,28.0,1997,11,8,756,8.4,0,0,0,0,0,0,6,1,0.5,0.5,0.0,0.5,3,12,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
1397,Mateo Kovačić,CRO,MF,Manchester City,Premier League,31.0,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,1.9,1.9,3.6,5.5,56,164,16,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23,Matches
1398,Viktor Kovalenko,UKR,MF,Empoli,Serie A,29.0,1996,6,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,3,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1399,Matej Kovar,CZE,GK,Leverkusen,Bundesliga,25.0,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1400,Mateusz Kowalski,POL,MF,Parma,Serie A,19.0,2005,1,1,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,2,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.69,0.69,0.69,Matches
1401,Goduine Koyalipou,CTA,FW,Lens,Ligue 1,25.0,2000,15,12,885,9.8,4,0,4,4,0,0,0,0,4.8,4.8,0.8,5.6,15,20,68,0.41,0.00,0.41,0.41,0.41,0.49,0.08,0.57,0.49,0.57,Matches
1402,Caleb Kporha,ENG,DF,Crystal Palace,Premier League,18.0,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1403,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,30.0,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1404,Alex Král,CZE,MF,Espanyol,La Liga,27.0,1998,36,29,2683,29.8,0,1,1,0,0,0,1,0,1.5,1.5,1.5,3.0,48,78,79,0.00,0.03,0.03,0.00,0.03,0.05,0.05,0.10,0.05,0.10,Matches
1405,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,33.0,1991,32,32,2767,30.7,11,8,19,8,3,3,4,0,11.8,9.5,4.3,13.7,75,143,202,0.36,0.26,0.62,0.26,0.52,0.38,0.14,0.52,0.31,0.45,Matches
1406,Frans Krätzig,GER,"DF,MF",Heidenheim,Bundesliga,22.0,2003,16,15,1217,13.5,1,2,3,1,0,0,1,0,0.6,0.6,1.8,2.5,25,37,57,0.07,0.15,0.22,0.07,0.22,0.05,0.13,0.18,0.05,0.18,Matches
1407,Frans Krätzig,GER,DF,Stuttgart,Bundesliga,22.0,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1408,Tom Krauß,GER,MF,Bochum,Bundesliga,23.0,2001,14,13,1077,12.0,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,16,84,20,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
1409,Ladislav Krejčí,CZE,DF,Girona,La Liga,26.0,1999,27,26,2350,26.1,2,0,2,2,0,0,9,0,1.7,1.7,0.3,2.0,29,143,6,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,Matches
1410,Rasmus Kristensen,DEN,DF,Eint Frankfurt,Bundesliga,27.0,1997,30,28,2513,27.9,5,3,8,5,0,0,4,0,2.5,2.5,3.1,5.6,51,172,162,0.18,0.11,0.29,0.18,0.29,0.09,0.11,0.20,0.09,0.20,Matches
1411,Thomas Kristensen,DEN,DF,Udinese,Serie A,23.0,2002,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.9,0.9,0.3,1.2,19,76,19,0.05,0.00,0.05,0.05,0.05,0.05,0.02,0.06,0.05,0.06,Matches
1412,Nikola Krstović,MNE,FW,Lecce,Serie A,25.0,2000,36,36,2970,33.0,11,4,15,9,2,3,6,0,12.0,9.7,2.8,12.4,42,55,146,0.33,0.12,0.45,0.27,0.39,0.36,0.08,0.45,0.29,0.38,Matches
1413,Lukas Kübler,GER,DF,Freiburg,Bundesliga,32.0,1992,28,22,1842,20.5,5,1,6,5,0,0,5,0,2.7,2.7,0.8,3.5,24,78,49,0.24,0.05,0.29,0.24,0.29,0.13,0.04,0.17,0.13,0.17,Matches
1414,Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,23.0,2001,35,26,2282,25.4,5,0,5,5,0,0,5,0,3.6,3.6,4.5,8.0,131,105,215,0.20,0.00,0.20,0.20,0.20,0.14,0.18,0.32,0.14,0.32,Matches
1415,Mohammed Kudus,GHA,"FW,MF",West Ham,Premier League,24.0,2000,31,31,2571,28.6,4,3,7,4,0,0,2,1,6.8,6.8,3.1,9.9,97,78,214,0.14,0.11,0.25,0.14,0.25,0.24,0.11,0.35,0.24,0.35,Matches
1416,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,25.0,2000,32,27,2389,26.5,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,120,124,210,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,Matches
1417,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,20.0,2005,14,12,951,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,23,37,71,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
1418,Marash Kumbulla,ALB,DF,Espanyol,La Liga,25.0,2000,35,34,2972,33.0,3,0,3,3,0,0,9,0,1.8,1.8,0.0,1.9,11,71,3,0.09,0.00,0.09,0.09,0.09,0.05,0.00,0.06,0.05,0.06,Matches
1419,Jonah Kusi-Asare,SWE,FW,Bayern Munich,Bundesliga,17.0,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.12,0.00,1.12,1.12,1.12,Matches
1420,Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,32.0,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.00,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,Matches
1421,Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,Serie A,24.0,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,4.1,3.4,3.7,7.0,74,57,89,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.60,0.26,0.54,Matches
1422,Khvicha Kvaratskhelia,GEO,FW,Paris S-G,Ligue 1,24.0,2001,14,11,916,10.2,4,3,7,4,0,0,0,0,3.3,3.3,4.9,8.2,50,43,131,0.39,0.29,0.69,0.39,0.69,0.32,0.48,0.80,0.32,0.80,Matches
1423,Moritz-Broni Kwarteng,GHA,"MF,FW",Bochum,Bundesliga,27.0,1998,7,0,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,12,16,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19,Matches
1424,Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,29.0,1996,33,32,2755,30.6,2,4,6,2,0,0,5,0,0.9,0.9,3.3,4.2,66,97,129,0.07,0.13,0.20,0.07,0.20,0.03,0.11,0.14,0.03,0.14,Matches
1425,Luca de la Torre,USA,MF,Celta Vigo,La Liga,27.0,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1426,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,22.0,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.28,0.14,0.42,0.28,0.42,0.36,0.15,0.51,0.36,0.51,Matches
1427,Gaëtan Laborde,FRA,FW,Nice,Ligue 1,31.0,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,11.7,8.6,3.5,12.0,30,40,131,0.54,0.20,0.74,0.34,0.54,0.58,0.17,0.75,0.42,0.59,Matches
1428,Nediljko Labrović,CRO,GK,Augsburg,Bundesliga,25.0,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1429,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33.0,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,16.3,11.7,3.4,15.0,24,66,159,0.66,0.09,0.75,0.44,0.53,0.71,0.15,0.86,0.51,0.66,Matches
1430,Younes Lachaab,FRA,"MF,FW",Lille,Ligue 1,20.0,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.95,0.95,0.95,Matches
1431,Maxence Lacroix,FRA,DF,Crystal Palace,Premier League,25.0,2000,34,34,3026,33.6,1,1,2,1,0,0,5,0,3.4,3.4,0.8,4.2,8,65,7,0.03,0.03,0.06,0.03,0.06,0.10,0.02,0.13,0.10,0.13,Matches
1432,Alban Lafont,FRA,GK,Nantes,Ligue 1,26.0,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1433,Yoel Lago,ESP,DF,Celta Vigo,La Liga,21.0,2004,8,7,583,6.5,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,1,31,0,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02,Matches
1434,Konrad Laimer,AUT,DF,Bayern Munich,Bundesliga,27.0,1997,29,19,1699,18.9,2,2,4,2,0,0,8,0,2.1,2.1,2.7,4.8,87,141,113,0.11,0.11,0.21,0.11,0.21,0.11,0.14,0.25,0.11,0.25,Matches
1435,Stefan Lainer,AUT,DF,Gladbach,Bundesliga,32.0,1992,21,6,757,8.4,1,0,1,1,0,0,2,0,0.3,0.3,1.0,1.3,25,25,32,0.12,0.00,0.12,0.12,0.12,0.04,0.12,0.15,0.04,0.15,Matches
1436,Kenny Lala,MAD,DF,Brest,Ligue 1,33.0,1991,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,58,138,91,0.10,0.07,0.17,0.00,0.07,0.10,0.14,0.24,0.02,0.17,Matches
1437,Adam Lallana,ENG,MF,Southampton,Premier League,37.0,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Matches
1438,Mathis Lambourde,FRA,"FW,MF",Hellas Verona,Serie A,19.0,2006,7,0,89,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,1,0,12,1.01,0.00,1.01,1.01,1.01,0.15,0.09,0.24,0.15,0.24,Matches
1439,Mohamed Lamine Bayo,GUI,FW,Lille,Ligue 1,26.0,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,2.2,2.2,0.5,2.7,4,4,20,0.58,0.29,0.87,0.58,0.87,0.65,0.15,0.80,0.65,0.80,Matches
1440,Tariq Lamptey,GHA,DF,Brighton,Premier League,24.0,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,Matches
1441,Will Lankshear,ENG,"FW,MF",Tottenham,Premier League,20.0,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1442,Gianluca Lapadula,PER,"FW,MF",Cagliari,Serie A,35.0,1990,12,1,310,3.4,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.4,7,7,16,0.00,0.00,0.00,0.00,0.00,0.40,0.02,0.42,0.40,0.42,Matches
1443,Cyle Larin,CAN,FW,Mallorca,La Liga,30.0,1995,31,21,1738,19.3,7,2,9,6,1,1,4,0,6.7,5.9,1.4,7.4,20,19,94,0.36,0.10,0.47,0.31,0.41,0.35,0.07,0.42,0.31,0.38,Matches
1444,Gautier Larsonneur,FRA,GK,Saint-Étienne,Ligue 1,28.0,1997,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1445,Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,20.0,2004,33,28,2393,26.6,3,1,4,3,0,0,2,0,3.1,3.1,2.1,5.2,16,121,33,0.11,0.04,0.15,0.11,0.15,0.12,0.08,0.19,0.12,0.19,Matches
1446,Juanmi Latasa,ESP,FW,Valladolid,La Liga,24.0,2001,27,13,1327,14.7,3,0,3,3,0,0,6,1,4.2,4.2,0.8,5.0,3,16,38,0.20,0.00,0.20,0.20,0.20,0.28,0.05,0.34,0.28,0.34,Matches
1447,Toni Lato,ESP,DF,Mallorca,La Liga,27.0,1997,13,6,543,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.4,0.4,10,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1448,Roméo Lavia,BEL,MF,Chelsea,Premier League,21.0,2004,15,11,768,8.5,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,31,7,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.11,0.02,0.11,Matches
1449,Valentino Lazaro,AUT,"DF,FW",Torino,Serie A,29.0,1996,32,25,2217,24.6,0,6,6,0,0,0,6,0,1.0,1.0,3.2,4.3,35,73,127,0.00,0.24,0.24,0.00,0.24,0.04,0.13,0.17,0.04,0.17,Matches
1450,Darko Lazović,SRB,"DF,MF",Hellas Verona,Serie A,34.0,1990,27,17,1459,16.2,2,3,5,1,1,1,0,0,2.5,1.7,3.4,5.1,22,40,88,0.12,0.19,0.31,0.06,0.25,0.15,0.21,0.36,0.11,0.31,Matches
1451,Manuel Lazzari,ITA,DF,Lazio,Serie A,31.0,1993,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,72,66,96,0.00,0.06,0.06,0.00,0.06,0.01,0.08,0.09,0.01,0.09,Matches
1452,Julien Le Cardinal,FRA,DF,Brest,Ligue 1,27.0,1997,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.00,0.07,0.07,0.00,0.07,0.03,0.02,0.05,0.03,0.05,Matches
1453,Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,27.0,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
1454,Enzo Le Fée,FRA,MF,Roma,Serie A,25.0,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10,Matches
1455,Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,28.0,1996,27,24,2151,23.9,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,11,55,6,0.04,0.00,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches
1456,Nicola Leali,ITA,GK,Genoa,Serie A,32.0,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1457,Rafael Leão,POR,FW,Milan,Serie A,25.0,1999,34,25,2323,25.8,8,8,16,8,0,0,5,0,7.6,7.6,8.4,15.9,123,93,262,0.31,0.31,0.62,0.31,0.62,0.29,0.32,0.62,0.29,0.62,Matches
1458,Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,34.0,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1459,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,31.0,1993,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,23,105,36,0.12,0.12,0.24,0.12,0.24,0.07,0.16,0.24,0.07,0.24,Matches
1460,Jordan Lefort,FRA,DF,Angers,Ligue 1,31.0,1993,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05,Matches
1461,Diogo Leite,POR,DF,Union Berlin,Bundesliga,26.0,1999,30,29,2546,28.3,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,116,16,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08,Matches
1462,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,27.0,1998,14,6,674,7.5,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,4,25,5,0.13,0.00,0.13,0.13,0.13,0.16,0.03,0.19,0.16,0.19,Matches
1463,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,34.0,1991,36,36,3235,35.9,2,3,5,2,0,0,8,0,3.3,3.3,1.8,5.1,20,140,5,0.06,0.08,0.14,0.06,0.14,0.09,0.05,0.14,0.09,0.14,Matches
1464,Stefan Lekovic,SRB,DF,Monza,Serie A,21.0,2004,7,3,367,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,15,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1465,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,32.0,1993,15,8,771,8.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,13,34,21,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
1466,Nunzio Lella,ITA,MF,Venezia,Serie A,24.0,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1467,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,29.0,1995,5,0,85,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,1,8,4,0.00,0.00,0.00,0.00,0.00,0.30,0.20,0.50,0.30,0.50,Matches
1468,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,Ligue 1,21.0,2003,27,20,1779,19.8,4,3,7,4,0,0,2,0,3.5,3.5,2.9,6.4,35,58,90,0.20,0.15,0.35,0.20,0.35,0.18,0.15,0.32,0.18,0.32,Matches
1469,Mario Lemina,GAB,"MF,DF",Wolves,Premier League,31.0,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches
1470,Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29.0,1995,22,22,1882,20.9,1,1,2,1,0,0,9,0,1.6,1.6,1.1,2.7,13,73,1,0.05,0.05,0.10,0.05,0.10,0.08,0.05,0.13,0.08,0.13,Matches
1471,Bernd Leno,GER,GK,Fulham,Premier League,33.0,1992,37,37,3330,37.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
1472,Donovan Léon,GUF,GK,Auxerre,Ligue 1,32.0,1992,32,32,2880,32.0,0,2,2,0,0,0,4,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01,Matches
1473,Giovanni Leoni,ITA,DF,Parma,Serie A,18.0,2006,17,14,1199,13.3,1,0,1,1,0,0,3,1,0.1,0.1,0.0,0.1,0,21,5,0.08,0.00,0.08,0.08,0.08,0.01,0.00,0.01,0.01,0.01,Matches
1474,Esteban Lepaul,FRA,FW,Angers,Ligue 1,25.0,2000,28,18,1629,18.1,9,0,9,9,0,0,2,0,5.1,5.1,0.8,6.0,26,20,68,0.50,0.00,0.50,0.50,0.50,0.28,0.05,0.33,0.28,0.33,Matches
1475,Johann Lepenant,FRA,MF,Nantes,Ligue 1,22.0,2002,29,23,2048,22.8,2,1,3,2,0,0,3,0,1.4,1.4,0.9,2.3,25,89,62,0.09,0.04,0.13,0.09,0.13,0.06,0.04,0.10,0.06,0.10,Matches
1476,Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30.0,1994,32,25,2184,24.3,0,1,1,0,0,0,9,0,1.1,1.1,1.5,2.6,12,96,26,0.00,0.04,0.04,0.00,0.04,0.04,0.06,0.11,0.04,0.11,Matches
1477,Louis Leroux,FRA,"MF,DF",Nantes,Ligue 1,19.0,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,1.5,1.5,1.3,2.8,11,31,14,0.22,0.11,0.33,0.22,0.33,0.16,0.15,0.31,0.16,0.31,Matches
1478,Robert Lewandowski,POL,FW,Barcelona,La Liga,36.0,1988,33,31,2579,28.7,25,2,27,22,3,4,1,0,24.8,21.7,2.3,24.0,26,48,160,0.87,0.07,0.94,0.77,0.84,0.87,0.08,0.95,0.76,0.84,Matches
1479,Jamie Leweling,GER,"MF,FW",Stuttgart,Bundesliga,24.0,2001,27,22,1663,18.5,2,2,4,2,0,0,4,0,1.6,1.6,3.8,5.4,55,51,164,0.11,0.11,0.22,0.11,0.22,0.08,0.21,0.29,0.08,0.29,Matches
1480,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,20.0,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,39,107,78,0.05,0.10,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08,Matches
1481,Keane Lewis-Potter,ENG,"DF,FW",Brentford,Premier League,24.0,2001,37,35,3003,33.4,1,3,4,1,0,0,7,0,2.6,2.6,3.2,5.7,94,93,151,0.03,0.09,0.12,0.03,0.12,0.08,0.10,0.17,0.08,0.17,Matches
1482,Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18.0,2006,22,15,1348,15.0,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,35,69,37,0.07,0.00,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,Matches
1483,Ben Lhassine Kone,CIV,MF,Como,Serie A,25.0,2000,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1484,Mattia Liberali,ITA,MF,Milan,Serie A,18.0,2007,1,1,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,4,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.14,0.10,0.14,Matches
