Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1485,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28.0,1996,32,31,2770,30.8,1,0,1,1,0,0,5,0,0.5,0.5,0.8,1.2,44,138,9,0.03,0.00,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.04,Matches
1486,Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25.0,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.08,0.00,0.08,0.08,0.08,0.10,0.01,0.12,0.10,0.12,Matches
1487,Pedro Lima,BRA,DF,Wolves,Premier League,18.0,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
1488,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,30.0,1994,15,5,614,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,19,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1489,Jesper Lindstrøm,DEN,FW,Everton,Premier League,25.0,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.00,0.07,0.07,0.00,0.07,0.15,0.15,0.30,0.15,0.30,Matches
1490,Karol Linetty,POL,MF,Torino,Serie A,30.0,1995,27,18,1521,16.9,1,0,1,1,0,0,6,0,1.1,1.1,0.9,2.0,18,47,19,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,Matches
1491,Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,25.0,1999,30,20,1483,16.5,3,4,7,3,0,0,3,0,5.8,5.8,2.9,8.7,69,69,170,0.18,0.24,0.42,0.18,0.42,0.35,0.18,0.53,0.35,0.53,Matches
1492,Pol Lirola,ESP,DF,Marseille,Ligue 1,27.0,1997,19,5,680,7.6,1,2,3,1,0,0,1,1,0.6,0.6,0.7,1.3,12,21,40,0.13,0.26,0.40,0.13,0.40,0.08,0.09,0.17,0.08,0.17,Matches
1493,Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,24.0,2001,28,8,909,10.1,1,1,2,1,0,0,2,1,1.8,1.8,0.9,2.7,23,13,62,0.10,0.10,0.20,0.10,0.20,0.18,0.09,0.27,0.18,0.27,Matches
1494,Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,22.0,2002,36,31,2750,30.6,0,1,1,0,0,0,1,0,0.3,0.3,2.6,2.9,80,153,112,0.00,0.03,0.03,0.00,0.03,0.01,0.08,0.09,0.01,0.09,Matches
1495,Marin Ljubicic,CRO,"FW,MF",Union Berlin,Bundesliga,23.0,2002,13,1,281,3.1,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1.1,1,6,19,0.32,0.32,0.64,0.32,0.64,0.14,0.20,0.34,0.14,0.34,Matches
1496,Javier Llabrés,ESP,FW,Mallorca,La Liga,22.0,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.00,0.00,0.00,0.00,0.00,0.08,0.14,0.21,0.08,0.21,Matches
1497,Diego Llorente,ESP,DF,Betis,La Liga,31.0,1993,30,29,2519,28.0,2,0,2,2,0,0,4,0,1.5,1.5,0.3,1.8,7,81,3,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
1498,Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,30.0,1995,32,27,2423,26.9,2,4,6,2,0,0,0,1,0.7,0.7,4.3,5.0,81,107,150,0.07,0.15,0.22,0.07,0.22,0.03,0.16,0.19,0.03,0.19,Matches
1499,Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29.0,1995,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.10,0.07,0.10,0.04,0.03,0.07,0.04,0.07,Matches
1500,Giovani Lo Celso,ARG,"MF,FW",Betis,La Liga,29.0,1996,25,15,1457,16.2,8,3,11,6,2,3,4,0,4.8,2.4,4.9,7.3,26,132,66,0.49,0.19,0.68,0.37,0.56,0.29,0.30,0.59,0.15,0.45,Matches
1501,Stanislav Lobotka,SVK,MF,Napoli,Serie A,30.0,1994,32,31,2636,29.3,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,30,118,32,0.00,0.03,0.03,0.00,0.03,0.01,0.04,0.05,0.01,0.05,Matches
1502,Manuel Locatelli,ITA,MF,Juventus,Serie A,27.0,1998,35,33,2732,30.4,1,2,3,1,0,0,9,0,1.0,1.0,2.5,3.5,32,290,33,0.03,0.07,0.10,0.03,0.10,0.03,0.08,0.12,0.03,0.12,Matches
1503,Bradley Locko,FRA,DF,Brest,Ligue 1,23.0,2002,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1504,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,29.0,1996,18,9,947,10.5,0,0,0,0,0,0,3,0,0.7,0.7,1.8,2.5,26,48,30,0.00,0.00,0.00,0.00,0.00,0.07,0.17,0.23,0.07,0.23,Matches
1505,Elysée Logbo,FRA,FW,Le Havre,Ligue 1,21.0,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61,Matches
1506,Enzo Loiodice,FRA,MF,Las Palmas,La Liga,24.0,2000,16,6,594,6.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,27,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches
1507,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27.0,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
1508,Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27.0,1997,30,28,2202,24.5,15,5,20,14,1,1,4,0,10.2,9.4,6.7,16.1,139,70,308,0.61,0.20,0.82,0.57,0.78,0.42,0.28,0.69,0.38,0.66,Matches
1509,Anthony Lopes,POR,GK,Nantes,Ligue 1,34.0,1990,18,18,1563,17.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1510,David López,ESP,DF,Mallorca,La Liga,22.0,2003,1,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1511,David López,ESP,DF,Girona,La Liga,35.0,1989,29,27,2429,27.0,1,1,2,1,0,0,4,0,0.9,0.9,0.6,1.5,17,132,7,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.06,0.03,0.06,Matches
1512,Diego López,ESP,"MF,FW",Valencia,La Liga,23.0,2002,38,35,2737,30.4,8,5,13,8,0,0,3,0,6.6,6.6,5.1,11.7,76,85,219,0.26,0.16,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38,Matches
1513,Fer López,nan,"FW,MF",Celta Vigo,La Liga,,,16,7,664,7.4,2,0,2,2,0,0,2,0,2.7,2.7,1.9,4.6,26,43,57,0.27,0.00,0.27,0.27,0.27,0.37,0.25,0.62,0.37,0.62,Matches
1514,Fermin López,ESP,"MF,FW",Barcelona,La Liga,22.0,2003,27,11,1162,12.9,6,4,10,6,0,0,4,1,5.5,5.5,3.1,8.6,28,73,101,0.46,0.31,0.77,0.46,0.77,0.43,0.24,0.67,0.43,0.67,Matches
1515,Javi López,ESP,DF,Real Sociedad,La Liga,23.0,2002,29,21,1936,21.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,36,73,64,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1516,Pau López,ESP,GK,Girona,La Liga,30.0,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1517,Roberto López,ESP,MF,Leganés,La Liga,25.0,2000,13,3,396,4.4,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,3,20,11,0.00,0.23,0.23,0.00,0.23,0.11,0.20,0.31,0.11,0.31,Matches
1518,Unai López,ESP,MF,Rayo Vallecano,La Liga,29.0,1995,31,22,1658,18.4,3,1,4,3,0,0,8,1,1.5,1.5,0.8,2.3,19,108,37,0.16,0.05,0.22,0.16,0.22,0.08,0.04,0.12,0.08,0.12,Matches
1519,Iker Losada,ESP,"FW,MF",Celta Vigo,La Liga,23.0,2001,12,4,358,4.0,1,0,1,1,0,0,2,0,1.1,1.1,0.3,1.5,9,17,23,0.25,0.00,0.25,0.25,0.25,0.29,0.09,0.38,0.29,0.38,Matches
1520,Iker Losada,ESP,"MF,FW",Betis,La Liga,23.0,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21,Matches
1521,Anthony Losilla,FRA,MF,Bochum,Bundesliga,39.0,1986,21,13,1137,12.6,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,3,45,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1522,Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,26.0,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1523,Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,22.0,2003,22,7,775,8.6,1,0,1,1,0,0,1,0,0.8,0.8,1.2,1.9,19,36,37,0.12,0.00,0.12,0.12,0.12,0.09,0.14,0.22,0.09,0.22,Matches
1524,Sandi Lovrić,SVN,MF,Udinese,Serie A,27.0,1998,36,31,2308,25.6,2,3,5,2,0,0,5,0,2.6,2.6,3.4,6.0,60,120,71,0.08,0.12,0.19,0.08,0.19,0.10,0.13,0.24,0.10,0.24,Matches
1525,Pol Lozano,ESP,MF,Espanyol,La Liga,25.0,1999,29,26,1898,21.1,0,1,1,0,0,0,12,0,0.2,0.2,0.8,1.0,18,113,12,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,Matches
1526,Lorenzo Lucca,ITA,FW,Udinese,Serie A,24.0,2000,32,26,2276,25.3,11,1,12,10,1,1,10,0,7.4,6.6,1.6,8.2,15,17,95,0.43,0.04,0.47,0.40,0.43,0.29,0.06,0.36,0.26,0.32,Matches
1527,Jhon Lucumí,COL,DF,Bologna,Serie A,26.0,1998,31,28,2524,28.0,0,1,1,0,0,0,7,1,0.6,0.6,0.4,0.9,34,101,7,0.00,0.04,0.04,0.00,0.04,0.02,0.01,0.03,0.02,0.03,Matches
1528,Yannik Lührs,GER,DF,Dortmund,Bundesliga,21.0,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1529,José Luis Gayà,ESP,DF,Valencia,La Liga,29.0,1995,23,22,1803,20.0,0,1,1,0,0,0,7,0,1.0,1.0,2.6,3.6,29,59,156,0.00,0.05,0.05,0.00,0.05,0.05,0.13,0.18,0.05,0.18,Matches
1530,José Luis Palomino,ARG,DF,Cagliari,Serie A,35.0,1990,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.04,0.04,0.04,Matches
1531,Douglas Luiz,BRA,MF,Juventus,Serie A,27.0,1998,19,3,529,5.9,0,0,0,0,0,0,2,0,0.6,0.6,1.0,1.6,16,35,12,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.27,0.11,0.27,Matches
1532,Romelu Lukaku,BEL,FW,Napoli,Serie A,32.0,1993,36,35,2843,31.6,14,10,24,11,3,4,4,0,12.8,9.6,4.0,13.6,31,36,219,0.44,0.32,0.76,0.35,0.66,0.40,0.13,0.53,0.30,0.43,Matches
1533,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,22.0,2002,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,18,80,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
1534,Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27.0,1997,37,36,3047,33.9,11,2,13,10,1,1,3,1,9.9,9.1,4.4,13.6,128,90,241,0.32,0.06,0.38,0.30,0.35,0.29,0.13,0.42,0.27,0.40,Matches
1535,Saša Lukić,SRB,MF,Fulham,Premier League,28.0,1996,29,27,2259,25.1,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,94,31,0.00,0.08,0.08,0.00,0.08,0.05,0.11,0.16,0.05,0.16,Matches
1536,Milos Lukovic,SRB,"FW,MF",Strasbourg,Ligue 1,19.0,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1537,Joe Lumley,ENG,GK,Southampton,Premier League,30.0,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1538,Daniel Luna,COL,MF,Mallorca,La Liga,22.0,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1539,Andriy Lunin,UKR,GK,Real Madrid,La Liga,26.0,1999,6,6,540,6.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.16,0.16,0.00,0.16,Matches
1540,Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32.0,1992,10,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1541,Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28.0,1996,36,36,3240,36.0,1,3,4,1,0,0,4,0,2.2,2.2,1.3,3.4,22,96,11,0.03,0.08,0.11,0.03,0.11,0.06,0.04,0.10,0.06,0.10,Matches
1542,Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,23.0,2002,26,19,1606,17.8,2,2,4,2,0,0,2,0,2.1,2.1,3.1,5.2,70,31,125,0.11,0.11,0.22,0.11,0.22,0.12,0.17,0.29,0.12,0.29,Matches
1543,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31.0,1993,16,11,974,10.8,0,4,4,0,0,0,2,0,0.2,0.2,1.5,1.7,10,46,30,0.00,0.37,0.37,0.00,0.37,0.02,0.14,0.16,0.02,0.16,Matches
1544,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,26.0,1999,32,32,2733,30.4,0,1,1,0,0,0,9,0,1.1,1.1,0.6,1.7,9,91,28,0.00,0.03,0.03,0.00,0.03,0.04,0.02,0.06,0.04,0.06,Matches
1545,Mathias Løvik,NOR,"DF,FW",Parma,Serie A,21.0,2003,6,0,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.18,0.09,0.18,Matches
1546,Othmane Maamma,MAR,"FW,MF",Montpellier,Ligue 1,19.0,2005,12,2,361,4.0,1,1,2,1,0,0,1,0,0.7,0.7,0.2,0.9,8,2,24,0.25,0.25,0.50,0.25,0.50,0.23,0.06,0.29,0.23,0.29,Matches
1547,Ian Maatsen,NED,DF,Aston Villa,Premier League,23.0,2002,28,9,1049,11.7,1,2,3,1,0,0,2,0,0.9,0.9,2.7,3.6,30,48,103,0.09,0.17,0.26,0.09,0.26,0.07,0.23,0.31,0.07,0.31,Matches
1548,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,26.0,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17,0.17,0.35,0.17,0.35,0.10,0.16,0.26,0.10,0.26,Matches
1549,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,31.0,1993,27,20,1805,20.1,1,4,5,1,0,0,7,2,2.3,2.3,2.1,4.3,42,45,80,0.05,0.20,0.25,0.05,0.25,0.11,0.10,0.22,0.11,0.22,Matches
1550,Lanroy Machine,FRA,FW,Angers,Ligue 1,19.0,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.62,0.62,0.62,Matches
1551,Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,25.0,1999,32,23,1953,21.7,11,2,13,9,2,2,2,0,6.5,4.9,3.0,7.9,30,59,108,0.51,0.09,0.60,0.41,0.51,0.30,0.14,0.44,0.23,0.36,Matches
1552,Darwin Machís,VEN,"MF,FW",Valladolid,La Liga,32.0,1993,18,7,639,7.1,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.4,17,19,43,0.00,0.14,0.14,0.00,0.14,0.12,0.07,0.20,0.12,0.20,Matches
1553,Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,26.0,1998,12,10,790,8.8,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,25,46,40,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
1554,James Maddison,ENG,MF,Tottenham,Premier League,28.0,1996,31,21,1809,20.1,9,7,16,9,0,0,6,0,5.8,5.8,4.2,10.0,45,164,95,0.45,0.35,0.80,0.45,0.80,0.29,0.21,0.50,0.29,0.50,Matches
1555,Eros Maddy,NED,DF,Auxerre,Ligue 1,24.0,2001,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52,Matches
1556,Noni Madueke,ENG,FW,Chelsea,Premier League,23.0,2002,31,26,1948,21.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.8,150,68,222,0.32,0.14,0.46,0.32,0.46,0.44,0.20,0.64,0.44,0.64,Matches
1557,Pablo Maffeo,ESP,DF,Mallorca,La Liga,27.0,1997,30,28,2368,26.3,0,2,2,0,0,0,7,0,0.3,0.3,4.1,4.4,46,74,122,0.00,0.08,0.08,0.00,0.08,0.01,0.16,0.17,0.01,0.17,Matches
1558,Gabriel Magalhães,BRA,DF,Arsenal,Premier League,27.0,1997,28,28,2363,26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13,Matches
1559,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,21.0,2003,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.5,0.5,0.9,1.4,6,63,11,0.00,0.09,0.09,0.00,0.09,0.04,0.08,0.12,0.04,0.12,Matches
1560,Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,Premier League,24.0,2001,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches
1561,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,29.0,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.00,0.08,0.08,0.08,0.10,0.00,0.10,0.10,0.10,Matches
1562,Hugo Magnetti,FRA,MF,Brest,Ligue 1,26.0,1998,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,21,80,20,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
1563,Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,25.0,1999,31,17,1516,16.8,5,1,6,5,0,0,5,1,6.0,6.0,1.5,7.5,17,25,80,0.30,0.06,0.36,0.30,0.36,0.36,0.09,0.45,0.36,0.45,Matches
1564,Harry Maguire,ENG,DF,Manchester Utd,Premier League,32.0,1993,26,18,1668,18.5,1,0,1,1,0,0,7,0,1.8,1.8,0.6,2.4,7,48,7,0.05,0.00,0.05,0.05,0.05,0.10,0.03,0.13,0.10,0.13,Matches
1565,Jon Magunazelaia,ESP,MF,Real Sociedad,La Liga,23.0,2001,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1566,Arne Maier,GER,MF,Augsburg,Bundesliga,26.0,1999,28,7,938,10.4,0,0,0,0,0,0,0,1,1.5,1.5,1.5,3.0,19,44,56,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29,Matches
1567,Mike Maignan,FRA,GK,Milan,Serie A,29.0,1995,36,36,3204,35.6,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
1568,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,30.0,1994,34,34,3060,34.0,1,1,2,1,0,0,3,0,1.9,1.9,0.3,2.3,21,102,12,0.03,0.03,0.06,0.03,0.06,0.06,0.01,0.07,0.06,0.07,Matches
1569,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,20.0,2005,24,19,1606,17.8,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,64,45,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
1570,Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,27.0,1997,32,20,1985,22.1,1,4,5,1,0,0,1,0,2.9,2.9,3.4,6.4,33,102,110,0.05,0.18,0.23,0.05,0.23,0.13,0.16,0.29,0.13,0.29,Matches
1571,Radosław Majecki,POL,GK,Monaco,Ligue 1,25.0,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1572,Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,27.0,1998,9,3,304,3.4,2,1,3,1,1,1,1,0,1.4,0.6,1.1,1.7,8,17,10,0.59,0.30,0.89,0.30,0.59,0.41,0.31,0.72,0.18,0.49,Matches
1573,Hamidou Makalou,MLI,"FW,MF",Brest,Ligue 1,18.0,2006,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1574,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,23.0,2001,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1575,Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26.0,1998,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.3,0.3,0.9,1.3,11,92,14,0.00,0.13,0.13,0.00,0.13,0.01,0.04,0.05,0.01,0.05,Matches
1576,Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,33.0,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1577,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,25.0,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1578,Jarzinho Malanga,GER,DF,Stuttgart,Bundesliga,18.0,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1579,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23.0,2001,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.20,0.20,0.40,0.20,0.40,0.05,0.09,0.14,0.05,0.14,Matches
1580,Daniel Maldini,ITA,"MF,FW",Monza,Serie A,23.0,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.00,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39,Matches
1581,Daniel Maldini,ITA,"FW,MF",Atalanta,Serie A,23.0,2001,9,1,213,2.4,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,10,6,20,0.42,0.00,0.42,0.42,0.42,0.61,0.08,0.69,0.61,0.69,Matches
1582,Youssef Maleh,MAR,MF,Empoli,Serie A,26.0,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.00,0.06,0.06,0.00,0.06,0.05,0.05,0.10,0.05,0.10,Matches
1583,Donyell Malen,NED,FW,Aston Villa,Premier League,26.0,1999,13,2,298,3.3,3,0,3,3,0,0,0,0,2.2,2.2,0.1,2.2,11,5,26,0.91,0.00,0.91,0.91,0.91,0.65,0.02,0.67,0.65,0.67,Matches
1584,Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,26.0,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.00,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46,Matches
1585,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,32.0,1993,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.00,0.47,0.47,0.00,0.47,0.06,0.35,0.41,0.06,0.41,Matches
1586,Lennard Maloney,USA,MF,Heidenheim,Bundesliga,25.0,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1587,Lennard Maloney,USA,MF,Mainz 05,Bundesliga,25.0,1999,5,0,26,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1588,Aaron Malouda,FRA,FW,Lille,Ligue 1,19.0,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1589,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,24.0,2000,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
